subject,theoretically_best_scores,variable,val,delta,Method
647,0.692,opt_time_scores,0.572,0.12,Optimal Sampling Time
648,0.966,opt_time_scores,0.899,0.06699999999999995,Optimal Sampling Time
649,0.76,opt_time_scores,0.715,0.04500000000000004,Optimal Sampling Time
650,0.726,opt_time_scores,0.621,0.10499999999999998,Optimal Sampling Time
651,0.508,opt_time_scores,0.422,0.08600000000000002,Optimal Sampling Time
652,0.963,opt_time_scores,0.734,0.22899999999999998,Optimal Sampling Time
653,0.985,opt_time_scores,0.968,0.017000000000000015,Optimal Sampling Time
654,0.604,opt_time_scores,0.586,0.018000000000000016,Optimal Sampling Time
655,0.841,opt_time_scores,0.73,0.11099999999999999,Optimal Sampling Time
656,0.936,opt_time_scores,0.638,0.29800000000000004,Optimal Sampling Time
657,0.644,opt_time_scores,0.485,0.15900000000000003,Optimal Sampling Time
658,0.808,opt_time_scores,0.794,0.014000000000000012,Optimal Sampling Time
659,0.841,opt_time_scores,0.836,0.0050000000000000044,Optimal Sampling Time
660,0.716,opt_time_scores,0.606,0.10999999999999999,Optimal Sampling Time
661,0.571,opt_time_scores,0.416,0.15499999999999997,Optimal Sampling Time
662,0.543,opt_time_scores,0.472,0.07100000000000006,Optimal Sampling Time
663,0.728,opt_time_scores,0.661,0.06699999999999995,Optimal Sampling Time
664,0.774,opt_time_scores,0.658,0.11599999999999999,Optimal Sampling Time
665,0.989,opt_time_scores,0.928,0.06099999999999994,Optimal Sampling Time
666,0.653,opt_time_scores,0.612,0.041000000000000036,Optimal Sampling Time
667,0.877,opt_time_scores,0.83,0.04700000000000004,Optimal Sampling Time
668,0.803,opt_time_scores,0.732,0.07100000000000006,Optimal Sampling Time
669,0.753,opt_time_scores,0.746,0.007000000000000006,Optimal Sampling Time
670,0.961,opt_time_scores,0.807,0.15399999999999991,Optimal Sampling Time
671,0.987,opt_time_scores,0.974,0.013000000000000012,Optimal Sampling Time
672,0.961,opt_time_scores,0.916,0.04499999999999993,Optimal Sampling Time
673,0.693,opt_time_scores,0.547,0.1459999999999999,Optimal Sampling Time
674,0.698,opt_time_scores,0.632,0.06599999999999995,Optimal Sampling Time
675,0.854,opt_time_scores,0.74,0.11399999999999999,Optimal Sampling Time
676,0.961,opt_time_scores,0.918,0.04299999999999993,Optimal Sampling Time
677,0.777,opt_time_scores,0.68,0.09699999999999998,Optimal Sampling Time
678,0.627,opt_time_scores,0.512,0.11499999999999999,Optimal Sampling Time
679,0.695,opt_time_scores,0.657,0.03799999999999992,Optimal Sampling Time
680,0.727,opt_time_scores,0.65,0.07699999999999996,Optimal Sampling Time
681,0.957,opt_time_scores,0.842,0.11499999999999999,Optimal Sampling Time
682,0.983,opt_time_scores,0.934,0.04899999999999993,Optimal Sampling Time
683,0.738,opt_time_scores,0.607,0.131,Optimal Sampling Time
684,0.819,opt_time_scores,0.724,0.09499999999999997,Optimal Sampling Time
685,0.701,opt_time_scores,0.668,0.03299999999999992,Optimal Sampling Time
686,0.547,opt_time_scores,0.454,0.09300000000000003,Optimal Sampling Time
687,0.904,opt_time_scores,0.865,0.039000000000000035,Optimal Sampling Time
688,0.917,opt_time_scores,0.905,0.01200000000000001,Optimal Sampling Time
689,0.975,opt_time_scores,0.956,0.019000000000000017,Optimal Sampling Time
690,0.968,opt_time_scores,0.913,0.05499999999999994,Optimal Sampling Time
691,0.723,opt_time_scores,0.552,0.17099999999999993,Optimal Sampling Time
692,0.674,opt_time_scores,0.663,0.01100000000000001,Optimal Sampling Time
693,0.775,opt_time_scores,0.572,0.20300000000000007,Optimal Sampling Time
694,0.696,opt_time_scores,0.657,0.038999999999999924,Optimal Sampling Time
695,0.837,opt_time_scores,0.578,0.259,Optimal Sampling Time
696,0.908,opt_time_scores,0.848,0.06000000000000005,Optimal Sampling Time
697,0.929,opt_time_scores,0.795,0.134,Optimal Sampling Time
698,0.94,opt_time_scores,0.798,0.1419999999999999,Optimal Sampling Time
699,0.606,opt_time_scores,0.479,0.127,Optimal Sampling Time
700,0.799,opt_time_scores,0.75,0.049000000000000044,Optimal Sampling Time
701,0.68,opt_time_scores,0.553,0.127,Optimal Sampling Time
702,0.987,opt_time_scores,0.951,0.03600000000000003,Optimal Sampling Time
703,0.983,opt_time_scores,0.807,0.17599999999999993,Optimal Sampling Time
704,0.694,opt_time_scores,0.652,0.041999999999999926,Optimal Sampling Time
705,0.773,opt_time_scores,0.704,0.06900000000000006,Optimal Sampling Time
706,0.785,opt_time_scores,0.747,0.038000000000000034,Optimal Sampling Time
707,0.685,opt_time_scores,0.577,0.1080000000000001,Optimal Sampling Time
708,0.784,opt_time_scores,0.656,0.128,Optimal Sampling Time
709,0.925,opt_time_scores,0.779,0.14600000000000002,Optimal Sampling Time
710,0.699,opt_time_scores,0.573,0.126,Optimal Sampling Time
711,0.909,opt_time_scores,0.763,0.14600000000000002,Optimal Sampling Time
712,0.598,opt_time_scores,0.554,0.04399999999999993,Optimal Sampling Time
713,0.961,opt_time_scores,0.96,0.0010000000000000009,Optimal Sampling Time
714,0.927,opt_time_scores,0.768,0.15900000000000003,Optimal Sampling Time
715,0.726,opt_time_scores,0.718,0.008000000000000007,Optimal Sampling Time
716,0.988,opt_time_scores,0.92,0.06799999999999995,Optimal Sampling Time
717,0.594,opt_time_scores,0.513,0.08099999999999996,Optimal Sampling Time
718,0.853,opt_time_scores,0.708,0.14500000000000002,Optimal Sampling Time
719,0.963,opt_time_scores,0.846,0.11699999999999999,Optimal Sampling Time
720,0.987,opt_time_scores,0.966,0.02100000000000002,Optimal Sampling Time
721,0.789,opt_time_scores,0.531,0.258,Optimal Sampling Time
722,0.749,opt_time_scores,0.712,0.03700000000000003,Optimal Sampling Time
723,0.98,opt_time_scores,0.958,0.02200000000000002,Optimal Sampling Time
724,0.889,opt_time_scores,0.885,0.0040000000000000036,Optimal Sampling Time
725,0.67,opt_time_scores,0.59,0.08000000000000007,Optimal Sampling Time
726,0.766,opt_time_scores,0.585,0.18100000000000005,Optimal Sampling Time
727,0.918,opt_time_scores,0.804,0.11399999999999999,Optimal Sampling Time
728,0.783,opt_time_scores,0.769,0.014000000000000012,Optimal Sampling Time
729,0.481,opt_time_scores,0.457,0.023999999999999966,Optimal Sampling Time
730,0.765,opt_time_scores,0.632,0.133,Optimal Sampling Time
731,0.982,opt_time_scores,0.934,0.04799999999999993,Optimal Sampling Time
732,0.646,opt_time_scores,0.59,0.05600000000000005,Optimal Sampling Time
733,0.959,opt_time_scores,0.958,0.0010000000000000009,Optimal Sampling Time
734,0.807,opt_time_scores,0.79,0.017000000000000015,Optimal Sampling Time
735,0.756,opt_time_scores,0.679,0.07699999999999996,Optimal Sampling Time
736,0.605,opt_time_scores,0.425,0.18,Optimal Sampling Time
737,0.873,opt_time_scores,0.835,0.038000000000000034,Optimal Sampling Time
738,0.752,opt_time_scores,0.676,0.07599999999999996,Optimal Sampling Time
739,0.888,opt_time_scores,0.68,0.20799999999999996,Optimal Sampling Time
740,0.872,opt_time_scores,0.785,0.08699999999999997,Optimal Sampling Time
741,0.914,opt_time_scores,0.894,0.020000000000000018,Optimal Sampling Time
742,0.974,opt_time_scores,0.955,0.019000000000000017,Optimal Sampling Time
743,0.942,opt_time_scores,0.938,0.0040000000000000036,Optimal Sampling Time
744,0.765,opt_time_scores,0.555,0.20999999999999996,Optimal Sampling Time
745,0.873,opt_time_scores,0.705,0.16800000000000004,Optimal Sampling Time
746,0.688,opt_time_scores,0.568,0.12,Optimal Sampling Time
747,0.685,opt_time_scores,0.655,0.030000000000000027,Optimal Sampling Time
748,0.988,opt_time_scores,0.853,0.135,Optimal Sampling Time
749,0.967,opt_time_scores,0.966,0.0010000000000000009,Optimal Sampling Time
750,0.66,opt_time_scores,0.505,0.15500000000000003,Optimal Sampling Time
751,0.856,opt_time_scores,0.699,0.15700000000000003,Optimal Sampling Time
752,0.983,opt_time_scores,0.894,0.08899999999999997,Optimal Sampling Time
753,0.5,opt_time_scores,0.432,0.068,Optimal Sampling Time
754,0.643,opt_time_scores,0.52,0.123,Optimal Sampling Time
755,0.694,opt_time_scores,0.662,0.03199999999999992,Optimal Sampling Time
756,0.651,opt_time_scores,0.611,0.040000000000000036,Optimal Sampling Time
757,0.837,opt_time_scores,0.79,0.04699999999999993,Optimal Sampling Time
758,0.887,opt_time_scores,0.709,0.17800000000000005,Optimal Sampling Time
759,0.548,opt_time_scores,0.532,0.016000000000000014,Optimal Sampling Time
760,0.94,opt_time_scores,0.886,0.05399999999999994,Optimal Sampling Time
761,0.982,opt_time_scores,0.92,0.061999999999999944,Optimal Sampling Time
762,0.577,opt_time_scores,0.484,0.09299999999999997,Optimal Sampling Time
763,0.639,opt_time_scores,0.562,0.07699999999999996,Optimal Sampling Time
764,0.985,opt_time_scores,0.982,0.0030000000000000027,Optimal Sampling Time
765,0.987,opt_time_scores,0.986,0.0010000000000000009,Optimal Sampling Time
766,0.634,opt_time_scores,0.514,0.12,Optimal Sampling Time
767,0.976,opt_time_scores,0.882,0.09399999999999997,Optimal Sampling Time
768,0.891,opt_time_scores,0.808,0.08299999999999996,Optimal Sampling Time
769,0.761,opt_time_scores,0.697,0.06400000000000006,Optimal Sampling Time
770,0.987,opt_time_scores,0.953,0.03400000000000003,Optimal Sampling Time
771,0.753,opt_time_scores,0.57,0.18300000000000005,Optimal Sampling Time
772,0.859,opt_time_scores,0.712,0.14700000000000002,Optimal Sampling Time
773,0.884,opt_time_scores,0.846,0.038000000000000034,Optimal Sampling Time
774,0.431,opt_time_scores,0.358,0.07300000000000001,Optimal Sampling Time
775,0.714,opt_time_scores,0.602,0.11199999999999999,Optimal Sampling Time
776,0.84,opt_time_scores,0.838,0.0020000000000000018,Optimal Sampling Time
777,0.897,opt_time_scores,0.68,0.21699999999999997,Optimal Sampling Time
778,0.986,opt_time_scores,0.969,0.017000000000000015,Optimal Sampling Time
779,0.782,opt_time_scores,0.76,0.02200000000000002,Optimal Sampling Time
780,0.94,opt_time_scores,0.822,0.118,Optimal Sampling Time
781,0.985,opt_time_scores,0.76,0.22499999999999998,Optimal Sampling Time
782,0.844,opt_time_scores,0.768,0.07599999999999996,Optimal Sampling Time
783,0.705,opt_time_scores,0.657,0.04799999999999993,Optimal Sampling Time
784,0.8,opt_time_scores,0.632,0.16800000000000004,Optimal Sampling Time
785,0.853,opt_time_scores,0.762,0.09099999999999997,Optimal Sampling Time
786,0.864,opt_time_scores,0.803,0.06099999999999994,Optimal Sampling Time
787,0.686,opt_time_scores,0.63,0.05600000000000005,Optimal Sampling Time
788,0.935,opt_time_scores,0.861,0.07400000000000007,Optimal Sampling Time
789,0.679,opt_time_scores,0.669,0.010000000000000009,Optimal Sampling Time
790,0.718,opt_time_scores,0.523,0.19499999999999995,Optimal Sampling Time
791,0.587,opt_time_scores,0.561,0.025999999999999912,Optimal Sampling Time
792,0.742,opt_time_scores,0.595,0.14700000000000002,Optimal Sampling Time
793,0.724,opt_time_scores,0.652,0.07199999999999995,Optimal Sampling Time
794,0.963,opt_time_scores,0.716,0.247,Optimal Sampling Time
795,0.936,opt_time_scores,0.847,0.08900000000000008,Optimal Sampling Time
796,0.708,opt_time_scores,0.626,0.08199999999999996,Optimal Sampling Time
797,0.968,opt_time_scores,0.899,0.06899999999999995,Optimal Sampling Time
798,0.748,opt_time_scores,0.7,0.04800000000000004,Optimal Sampling Time
799,0.622,opt_time_scores,0.559,0.06299999999999994,Optimal Sampling Time
800,0.735,opt_time_scores,0.601,0.134,Optimal Sampling Time
801,0.965,opt_time_scores,0.925,0.039999999999999925,Optimal Sampling Time
802,0.754,opt_time_scores,0.612,0.14200000000000002,Optimal Sampling Time
803,0.897,opt_time_scores,0.726,0.17100000000000004,Optimal Sampling Time
804,0.984,opt_time_scores,0.585,0.399,Optimal Sampling Time
805,0.784,opt_time_scores,0.638,0.14600000000000002,Optimal Sampling Time
806,0.666,opt_time_scores,0.629,0.03700000000000003,Optimal Sampling Time
807,0.754,opt_time_scores,0.742,0.01200000000000001,Optimal Sampling Time
808,0.704,opt_time_scores,0.669,0.03499999999999992,Optimal Sampling Time
809,0.988,opt_time_scores,0.961,0.027000000000000024,Optimal Sampling Time
810,0.539,opt_time_scores,0.515,0.02400000000000002,Optimal Sampling Time
811,0.769,opt_time_scores,0.568,0.20100000000000007,Optimal Sampling Time
812,0.817,opt_time_scores,0.8,0.016999999999999904,Optimal Sampling Time
813,0.739,opt_time_scores,0.7,0.039000000000000035,Optimal Sampling Time
814,0.97,opt_time_scores,0.922,0.04799999999999993,Optimal Sampling Time
815,0.607,opt_time_scores,0.559,0.04799999999999993,Optimal Sampling Time
816,0.977,opt_time_scores,0.77,0.20699999999999996,Optimal Sampling Time
817,0.476,opt_time_scores,0.332,0.14399999999999996,Optimal Sampling Time
818,0.964,opt_time_scores,0.747,0.21699999999999997,Optimal Sampling Time
819,0.929,opt_time_scores,0.924,0.0050000000000000044,Optimal Sampling Time
820,0.626,opt_time_scores,0.622,0.0040000000000000036,Optimal Sampling Time
821,0.562,opt_time_scores,0.45,0.11200000000000004,Optimal Sampling Time
822,0.934,opt_time_scores,0.864,0.07000000000000006,Optimal Sampling Time
823,0.559,opt_time_scores,0.476,0.08300000000000007,Optimal Sampling Time
824,0.986,opt_time_scores,0.979,0.007000000000000006,Optimal Sampling Time
825,0.735,opt_time_scores,0.583,0.15200000000000002,Optimal Sampling Time
826,0.988,opt_time_scores,0.935,0.052999999999999936,Optimal Sampling Time
827,0.73,opt_time_scores,0.638,0.09199999999999997,Optimal Sampling Time
828,0.983,opt_time_scores,0.94,0.04300000000000004,Optimal Sampling Time
829,0.923,opt_time_scores,0.869,0.05400000000000005,Optimal Sampling Time
830,0.948,opt_time_scores,0.866,0.08199999999999996,Optimal Sampling Time
831,0.785,opt_time_scores,0.778,0.007000000000000006,Optimal Sampling Time
832,0.873,opt_time_scores,0.861,0.01200000000000001,Optimal Sampling Time
833,0.793,opt_time_scores,0.729,0.06400000000000006,Optimal Sampling Time
834,0.737,opt_time_scores,0.717,0.020000000000000018,Optimal Sampling Time
835,0.752,opt_time_scores,0.734,0.018000000000000016,Optimal Sampling Time
836,0.69,opt_time_scores,0.668,0.02199999999999991,Optimal Sampling Time
837,0.977,opt_time_scores,0.934,0.04299999999999993,Optimal Sampling Time
838,0.977,opt_time_scores,0.951,0.026000000000000023,Optimal Sampling Time
839,0.411,opt_time_scores,0.273,0.13799999999999996,Optimal Sampling Time
840,0.744,opt_time_scores,0.68,0.06399999999999995,Optimal Sampling Time
841,0.766,opt_time_scores,0.646,0.12,Optimal Sampling Time
842,0.987,opt_time_scores,0.757,0.22999999999999998,Optimal Sampling Time
843,0.743,opt_time_scores,0.571,0.17200000000000004,Optimal Sampling Time
844,0.931,opt_time_scores,0.488,0.44300000000000006,Optimal Sampling Time
845,0.94,opt_time_scores,0.769,0.17099999999999993,Optimal Sampling Time
846,0.687,opt_time_scores,0.571,0.1160000000000001,Optimal Sampling Time
847,0.802,opt_time_scores,0.78,0.02200000000000002,Optimal Sampling Time
848,0.806,opt_time_scores,0.79,0.016000000000000014,Optimal Sampling Time
849,0.69,opt_time_scores,0.656,0.03399999999999992,Optimal Sampling Time
850,0.831,opt_time_scores,0.586,0.245,Optimal Sampling Time
851,0.654,opt_time_scores,0.497,0.15700000000000003,Optimal Sampling Time
852,0.953,opt_time_scores,0.787,0.16599999999999993,Optimal Sampling Time
853,0.875,opt_time_scores,0.763,0.11199999999999999,Optimal Sampling Time
854,0.619,opt_time_scores,0.517,0.10199999999999998,Optimal Sampling Time
855,0.699,opt_time_scores,0.686,0.0129999999999999,Optimal Sampling Time
856,0.732,opt_time_scores,0.589,0.14300000000000002,Optimal Sampling Time
857,0.658,opt_time_scores,0.627,0.031000000000000028,Optimal Sampling Time
858,0.706,opt_time_scores,0.615,0.09099999999999997,Optimal Sampling Time
859,0.648,opt_time_scores,0.492,0.15600000000000003,Optimal Sampling Time
860,0.727,opt_time_scores,0.679,0.04799999999999993,Optimal Sampling Time
861,0.737,opt_time_scores,0.598,0.139,Optimal Sampling Time
862,0.832,opt_time_scores,0.742,0.08999999999999997,Optimal Sampling Time
863,0.78,opt_time_scores,0.758,0.02200000000000002,Optimal Sampling Time
864,0.699,opt_time_scores,0.676,0.02299999999999991,Optimal Sampling Time
865,0.812,opt_time_scores,0.802,0.010000000000000009,Optimal Sampling Time
866,0.868,opt_time_scores,0.852,0.016000000000000014,Optimal Sampling Time
867,0.766,opt_time_scores,0.711,0.05500000000000005,Optimal Sampling Time
868,0.706,opt_time_scores,0.669,0.03699999999999992,Optimal Sampling Time
869,0.955,opt_time_scores,0.934,0.020999999999999908,Optimal Sampling Time
870,0.85,opt_time_scores,0.786,0.06399999999999995,Optimal Sampling Time
871,0.717,opt_time_scores,0.705,0.01200000000000001,Optimal Sampling Time
872,0.975,opt_time_scores,0.955,0.020000000000000018,Optimal Sampling Time
873,0.504,opt_time_scores,0.394,0.10999999999999999,Optimal Sampling Time
874,0.797,opt_time_scores,0.767,0.030000000000000027,Optimal Sampling Time
875,0.977,opt_time_scores,0.82,0.15700000000000003,Optimal Sampling Time
876,0.983,opt_time_scores,0.972,0.01100000000000001,Optimal Sampling Time
877,0.702,opt_time_scores,0.657,0.04499999999999993,Optimal Sampling Time
878,0.701,opt_time_scores,0.686,0.014999999999999902,Optimal Sampling Time
879,0.781,opt_time_scores,0.665,0.11599999999999999,Optimal Sampling Time
880,0.629,opt_time_scores,0.509,0.12,Optimal Sampling Time
881,0.608,opt_time_scores,0.476,0.132,Optimal Sampling Time
882,0.689,opt_time_scores,0.579,0.10999999999999999,Optimal Sampling Time
883,0.89,opt_time_scores,0.824,0.06600000000000006,Optimal Sampling Time
884,0.982,opt_time_scores,0.966,0.016000000000000014,Optimal Sampling Time
885,0.927,opt_time_scores,0.896,0.031000000000000028,Optimal Sampling Time
886,0.952,opt_time_scores,0.874,0.07799999999999996,Optimal Sampling Time
887,0.661,opt_time_scores,0.618,0.04300000000000004,Optimal Sampling Time
888,0.536,opt_time_scores,0.402,0.134,Optimal Sampling Time
889,0.903,opt_time_scores,0.748,0.15500000000000003,Optimal Sampling Time
890,0.978,opt_time_scores,0.773,0.20499999999999996,Optimal Sampling Time
891,0.57,opt_time_scores,0.421,0.14899999999999997,Optimal Sampling Time
892,0.97,opt_time_scores,0.821,0.14900000000000002,Optimal Sampling Time
893,0.985,opt_time_scores,0.849,0.136,Optimal Sampling Time
894,0.605,opt_time_scores,0.531,0.07399999999999995,Optimal Sampling Time
895,0.862,opt_time_scores,0.83,0.03200000000000003,Optimal Sampling Time
896,0.987,opt_time_scores,0.825,0.16200000000000003,Optimal Sampling Time
897,0.93,opt_time_scores,0.874,0.05600000000000005,Optimal Sampling Time
898,0.902,opt_time_scores,0.866,0.03600000000000003,Optimal Sampling Time
899,0.645,opt_time_scores,0.511,0.134,Optimal Sampling Time
900,0.687,opt_time_scores,0.57,0.1170000000000001,Optimal Sampling Time
901,0.83,opt_time_scores,0.788,0.041999999999999926,Optimal Sampling Time
902,0.935,opt_time_scores,0.855,0.08000000000000007,Optimal Sampling Time
903,0.938,opt_time_scores,0.816,0.122,Optimal Sampling Time
904,0.821,opt_time_scores,0.75,0.07099999999999995,Optimal Sampling Time
905,0.623,opt_time_scores,0.509,0.11399999999999999,Optimal Sampling Time
906,0.833,opt_time_scores,0.708,0.125,Optimal Sampling Time
907,0.922,opt_time_scores,0.903,0.019000000000000017,Optimal Sampling Time
908,0.68,opt_time_scores,0.648,0.03200000000000003,Optimal Sampling Time
909,0.739,opt_time_scores,0.702,0.03700000000000003,Optimal Sampling Time
910,0.781,opt_time_scores,0.688,0.09300000000000008,Optimal Sampling Time
911,0.733,opt_time_scores,0.726,0.007000000000000006,Optimal Sampling Time
912,0.646,opt_time_scores,0.597,0.049000000000000044,Optimal Sampling Time
913,0.746,opt_time_scores,0.738,0.008000000000000007,Optimal Sampling Time
914,0.974,opt_time_scores,0.914,0.05999999999999994,Optimal Sampling Time
915,0.774,opt_time_scores,0.77,0.0040000000000000036,Optimal Sampling Time
916,0.947,opt_time_scores,0.922,0.02499999999999991,Optimal Sampling Time
917,0.986,opt_time_scores,0.98,0.006000000000000005,Optimal Sampling Time
918,0.542,opt_time_scores,0.42,0.12200000000000005,Optimal Sampling Time
919,0.944,opt_time_scores,0.897,0.04699999999999993,Optimal Sampling Time
920,0.984,opt_time_scores,0.588,0.396,Optimal Sampling Time
921,0.715,opt_time_scores,0.622,0.09299999999999997,Optimal Sampling Time
922,0.922,opt_time_scores,0.844,0.07800000000000007,Optimal Sampling Time
923,0.916,opt_time_scores,0.835,0.08100000000000007,Optimal Sampling Time
924,0.686,opt_time_scores,0.574,0.1120000000000001,Optimal Sampling Time
925,0.98,opt_time_scores,0.979,0.0010000000000000009,Optimal Sampling Time
926,0.98,opt_time_scores,0.965,0.015000000000000013,Optimal Sampling Time
927,0.787,opt_time_scores,0.507,0.28,Optimal Sampling Time
928,0.539,opt_time_scores,0.43,0.10900000000000004,Optimal Sampling Time
929,0.916,opt_time_scores,0.822,0.09400000000000008,Optimal Sampling Time
930,0.672,opt_time_scores,0.522,0.15000000000000002,Optimal Sampling Time
931,0.768,opt_time_scores,0.684,0.08399999999999996,Optimal Sampling Time
932,0.839,opt_time_scores,0.64,0.19899999999999995,Optimal Sampling Time
933,0.899,opt_time_scores,0.889,0.010000000000000009,Optimal Sampling Time
934,0.979,opt_time_scores,0.839,0.14,Optimal Sampling Time
935,0.938,opt_time_scores,0.771,0.16699999999999993,Optimal Sampling Time
936,0.988,opt_time_scores,0.956,0.03200000000000003,Optimal Sampling Time
937,0.693,opt_time_scores,0.671,0.02199999999999991,Optimal Sampling Time
938,0.961,opt_time_scores,0.832,0.129,Optimal Sampling Time
939,0.529,opt_time_scores,0.394,0.135,Optimal Sampling Time
940,0.976,opt_time_scores,0.693,0.28300000000000003,Optimal Sampling Time
941,0.8,opt_time_scores,0.696,0.10400000000000009,Optimal Sampling Time
942,0.469,opt_time_scores,0.362,0.10699999999999998,Optimal Sampling Time
943,0.718,opt_time_scores,0.66,0.05799999999999994,Optimal Sampling Time
944,0.873,opt_time_scores,0.828,0.04500000000000004,Optimal Sampling Time
945,0.609,opt_time_scores,0.559,0.04999999999999993,Optimal Sampling Time
946,0.871,opt_time_scores,0.836,0.03500000000000003,Optimal Sampling Time
947,0.777,opt_time_scores,0.64,0.137,Optimal Sampling Time
948,0.981,opt_time_scores,0.858,0.123,Optimal Sampling Time
949,0.819,opt_time_scores,0.64,0.17899999999999994,Optimal Sampling Time
950,0.757,opt_time_scores,0.636,0.121,Optimal Sampling Time
951,0.985,opt_time_scores,0.849,0.136,Optimal Sampling Time
952,0.782,opt_time_scores,0.679,0.10299999999999998,Optimal Sampling Time
953,0.919,opt_time_scores,0.868,0.051000000000000045,Optimal Sampling Time
954,0.754,opt_time_scores,0.719,0.03500000000000003,Optimal Sampling Time
955,0.797,opt_time_scores,0.765,0.03200000000000003,Optimal Sampling Time
956,0.574,opt_time_scores,0.524,0.04999999999999993,Optimal Sampling Time
957,0.735,opt_time_scores,0.637,0.09799999999999998,Optimal Sampling Time
958,0.976,opt_time_scores,0.949,0.027000000000000024,Optimal Sampling Time
959,0.726,opt_time_scores,0.625,0.10099999999999998,Optimal Sampling Time
960,0.977,opt_time_scores,0.859,0.118,Optimal Sampling Time
961,0.815,opt_time_scores,0.649,0.16599999999999993,Optimal Sampling Time
962,0.8,opt_time_scores,0.705,0.09500000000000008,Optimal Sampling Time
963,0.798,opt_time_scores,0.733,0.06500000000000006,Optimal Sampling Time
964,0.909,opt_time_scores,0.84,0.06900000000000006,Optimal Sampling Time
965,0.696,opt_time_scores,0.601,0.09499999999999997,Optimal Sampling Time
966,0.911,opt_time_scores,0.715,0.19600000000000006,Optimal Sampling Time
967,0.912,opt_time_scores,0.698,0.21400000000000008,Optimal Sampling Time
968,0.766,opt_time_scores,0.601,0.16500000000000004,Optimal Sampling Time
969,0.796,opt_time_scores,0.719,0.07700000000000007,Optimal Sampling Time
970,0.547,opt_time_scores,0.542,0.0050000000000000044,Optimal Sampling Time
971,0.6,opt_time_scores,0.459,0.14099999999999996,Optimal Sampling Time
972,0.595,opt_time_scores,0.565,0.030000000000000027,Optimal Sampling Time
973,0.613,opt_time_scores,0.487,0.126,Optimal Sampling Time
974,0.638,opt_time_scores,0.624,0.014000000000000012,Optimal Sampling Time
975,0.828,opt_time_scores,0.755,0.07299999999999995,Optimal Sampling Time
976,0.709,opt_time_scores,0.659,0.04999999999999993,Optimal Sampling Time
977,0.641,opt_time_scores,0.597,0.04400000000000004,Optimal Sampling Time
978,0.539,opt_time_scores,0.508,0.031000000000000028,Optimal Sampling Time
979,0.958,opt_time_scores,0.624,0.33399999999999996,Optimal Sampling Time
980,0.71,opt_time_scores,0.623,0.08699999999999997,Optimal Sampling Time
981,0.709,opt_time_scores,0.588,0.121,Optimal Sampling Time
982,0.936,opt_time_scores,0.788,0.14800000000000002,Optimal Sampling Time
983,0.844,opt_time_scores,0.744,0.09999999999999998,Optimal Sampling Time
984,0.83,opt_time_scores,0.542,0.2879999999999999,Optimal Sampling Time
985,0.985,opt_time_scores,0.937,0.04799999999999993,Optimal Sampling Time
986,0.857,opt_time_scores,0.743,0.11399999999999999,Optimal Sampling Time
987,0.738,opt_time_scores,0.563,0.17500000000000004,Optimal Sampling Time
988,0.944,opt_time_scores,0.852,0.09199999999999997,Optimal Sampling Time
989,0.874,opt_time_scores,0.615,0.259,Optimal Sampling Time
990,0.986,opt_time_scores,0.781,0.20499999999999996,Optimal Sampling Time
991,0.914,opt_time_scores,0.822,0.09200000000000008,Optimal Sampling Time
992,0.898,opt_time_scores,0.786,0.11199999999999999,Optimal Sampling Time
993,0.743,opt_time_scores,0.617,0.126,Optimal Sampling Time
994,0.942,opt_time_scores,0.762,0.17999999999999994,Optimal Sampling Time
995,0.982,opt_time_scores,0.972,0.010000000000000009,Optimal Sampling Time
996,0.925,opt_time_scores,0.851,0.07400000000000007,Optimal Sampling Time
997,0.728,opt_time_scores,0.554,0.17399999999999993,Optimal Sampling Time
998,0.986,opt_time_scores,0.941,0.04500000000000004,Optimal Sampling Time
999,0.91,opt_time_scores,0.706,0.20400000000000007,Optimal Sampling Time
0,0.966,covar_only_scores,0.909,0.05699999999999994,Covarite Model
1,0.588,covar_only_scores,0.408,0.18,Covarite Model
2,0.969,covar_only_scores,0.765,0.20399999999999996,Covarite Model
3,0.98,covar_only_scores,0.973,0.007000000000000006,Covarite Model
4,0.808,covar_only_scores,0.801,0.007000000000000006,Covarite Model
5,0.709,covar_only_scores,0.576,0.133,Covarite Model
6,0.755,covar_only_scores,0.664,0.09099999999999997,Covarite Model
7,0.766,covar_only_scores,0.642,0.124,Covarite Model
8,0.61,covar_only_scores,0.559,0.050999999999999934,Covarite Model
9,0.885,covar_only_scores,0.857,0.028000000000000025,Covarite Model
10,0.922,covar_only_scores,0.786,0.136,Covarite Model
11,0.629,covar_only_scores,0.628,0.0010000000000000009,Covarite Model
12,0.5,covar_only_scores,0.331,0.16899999999999998,Covarite Model
13,0.813,covar_only_scores,0.646,0.16699999999999993,Covarite Model
14,0.953,covar_only_scores,0.867,0.08599999999999997,Covarite Model
15,0.985,covar_only_scores,0.909,0.07599999999999996,Covarite Model
16,0.739,covar_only_scores,0.513,0.22599999999999998,Covarite Model
17,0.804,covar_only_scores,0.686,0.118,Covarite Model
18,0.883,covar_only_scores,0.881,0.0020000000000000018,Covarite Model
19,0.831,covar_only_scores,0.828,0.0030000000000000027,Covarite Model
20,0.981,covar_only_scores,0.981,0.0,Covarite Model
21,0.985,covar_only_scores,0.305,0.6799999999999999,Covarite Model
22,0.791,covar_only_scores,0.648,0.14300000000000002,Covarite Model
